28,Turret 44b,Northumberland,Greenhead,NY6814066700,44,6044,13836,NY 66 NE 5,1155916,,,,Turret,AD122-378,,0, 
29,Turret 41a,Northumberland,Haltwhistle,NY7255066880,41,6462,15318,NY 76 NW 5,1156053,,,,Turret,AD122-211,,0, 
30,Turret 35a,Northumberland,Haydon,NY8127070430,35,7828,16821,NY 87 SW 11,1045249,,,,Turret,AD122-200,,0, 
31,Turret 34a,Northumberland,Haydon,NY8008070080,34,7825,16832,NY 87 SW 8,1045249,,,,Turret,AD122-200,,0, 
32,Turret 33b,Northumberland,Haydon,NY8213070540,33,7823,16815,NY 87 SW 6,1045249,,,,Turret,AD122-200,,0, 
33,Turret 29b,Northumberland,Wall,NY8797071470,29,7874,16689,NY 87 SE 5,1045249,,,,Turret,AD122-410,,0, 
34,Turret 29a,Northumberland,Warden,NY8843171289,29,7873,16686,NY 87 SE 4,1010960,,,,Turret,AD122-410,,0, 
35,Turret 26b,Northumberland,Warden,NY9213469846,26,8547,18297,NY 96 NW 6,1018581,,,,Turret,AD122-410,,0, 
36,Turret 7b,Newcastle,Newcastle,NZ1985865548,7,210,22648,NZ 16 NE 1,1355307,,,,Turret,AD122-367,,0, 
37,Knag Burn Gateway,Northumberland,Haydon,NY7908068940,36,6651,1007856,NY 76 NE 95,N/A,,,,Gateway,AD300-410,,0, 
38,Buddle Street,Newcastle,Newcastle,NZ2980065900,0,199,1061362,N/A,N/A,,,,Curtain wall,AD122-410,,0, 
39,Shields Road,Newcastle,Newcastle,NZ2708064820,2,201,N/A,N/A,N/A,,,,Curtain wall,AD122-410,,0, 
40,Heddon-on-the-Wall,Northumberland,Heddon-on-the-Wall,NZ1361066930,11,10900,1048393,NZ 16 NW 96,N/A,,,,Curtain wall,AD122-410,,0, 
41,Planetrees,Northumberland,Wall,NY9289569605,26,12390,1009743,NY 96 NW 123,N/A,,,,Curtain wall,AD122-410,,0,See also Site No 42 Brunton which is also in Wall Mile 26 
42,Brunton,Northumberland,Wall,NY9213469846,26,12390,18297,NY 96 NW 6,N/A,,,,Curtain wall,AD122-410,,0, 
43,Black Carts,Northumberland,Humshaugh,NY8807071430,29,7934,1009645,NY 87 SE 111,N/A,,,,Curtain wall,AD122-410,,0, 
44,Sewingshields,Northumberland,Haydon,NY8027070130,35,7860,1009508,NY 87 SW 51,N/A,,,,Curtain wall,AD122-410,,0, 
45,Bardon Mill,Northumberland,Bardon Mill,NY7904068870,37,6674,1009476,NY 76 NE 173,N/A,,,,Curtain wall,AD122-410,,0, 
46,Henshaw,Northumberland,Henshaw,NY76136772,38,12390,1009188,NY 76 NE 129,N/A,,,,Curtain wall,AD122-410,,0, 
47,West of Peel Gap tower,Northumberland,Henshaw,NY7531067480,39,6543,1009184,NY 76 NE 126,N/A,,,,Curtain wall,AD122-410,,0, 
48,Melkridge,Northumberland,Melkridge,NY7339067220,40,12390,1010124,NY 76 NW 165,N/A,,,,Curtain wall,AD122-410,,0, 
49,Haltwhistle,Northumberland,Haltwhistle,NY7155066660,41,12390,1010047,NY 76 NW 112,N/A,,,,Curtain wall,AD122-410,,0, 
50,Greenhead,Northumberland,Greenhead,NY6949066860,43,12390,1009973,NY 66 NE 205,N/A,,,,Curtain wall,AD122-410,,0, 
51,Walltown Crags,Northumberland,Greenhead,NY6714066190,45,6669,1009906,NY 66 NE 142,N/A,,,,Curtain wall,AD122-410,,0, 
52,Willowford Wall,Northumberland,Upper Denton,NY6249066520,48,N/A,1010559,NY 66 NW 171,N/A,,,,Curtain wall,AD122-410,,0, 
53,Willowford Bridge Abutment,Cumbria,Upper Denton,NY6222766468,48,328,13982,NY 66 NW 11,N/A,,,,Bridge,AD192-410,,0, 
54,Chesters Bridge Abutment,Northumberland,Wall,NY9136070070,27,9275,19107,NY 97 SW 4,N/A,,,,Bridge,AD192-410,,0, 
55,Corbridge Bridge Abutment,Northumberland,Corbridge,NY9795064570,22,9022,18585,NY 96 SE 40,N/A,,,,Bridge,AD150-410,,0, 
56,St Michael Bowness,Cumbria,Bowness,NY2237362648,79,4584,10103,NY 26 SW 14,1137007,,,,Church,C12,,0, 
57,St Bridget Kirkbride,Cumbria,Kirkbride,NY2296057320,79,4550,10049,NY 25 NW 2,1144617,,,,Church,C12,,0, 
58,St Peter Kirkbampton,Cumbria,Kirkbampton,NY3052856565,73,4546,10688,NY 35 NW 3,1137108,,,,Church,C12,,0, 
59,St Michael Burgh by Sands,Cumbria,Burgh By Sands,NY3287159107,71,3769,10696,NY 35 NW 7,1367134,,,,Church,Late C12,,0, 
60,St Giles Orton,Cumbria,Orton,NY3289754287,71,445,10814,NY 35 SW 9,1087417,,,,Church,C12,,0, 
61,St Mary Beaumont,Cumbria,Beaumont,NY3480459296,70,427,10752,NY 35 NW 27,1335624,,,,Church,Late C12,,0, 
62,All Saints Scaleby,Cumbria,Scaleby,NY4470063140,61,3820,11649,NY 46 SW 3,1335573,,,,Church,Early C13,,0, 
63,St Kentigern Irthington,Cumbria,Irthington,NY4987661633,57,4572,11595,NY 46 SE 6,1335584,,,,Church,C12,,0, 
64,St Martin Brampton,Cumbria,Brampton,NY5101061558,56,4591,12760,NY 56 SW 12,1087645,,,,Church,C12,,0, 
65,St Mary Burtholme,Cumbria,Burtholme,NY5558063720,53,4567,503261,NY 56 SE 126,1335636,,,,Church,Early C13,,0, 
66,Upper Denton,Cumbria,Upper Denton,NY6156265513,49,4561,13957,NY 66 NW 4,1087564,,,,Church,Early C12,,0, 
67,St Michael Warden,Northumberland,Warden,NY9136366488,27,8581,18421,NY 96 NW 40,1044988,,,,Church,C10,,0, 
68,St John of Beverley Acomb,Northumberland,Acomb,NY9331365713,25,8566,18368,NY 96 NW 25,1044822,,,,Church,Early C14,,0, 
69,St Oswald Wall,Northumberland,Wall,NY9369069550,25,8578,18410,NY 96 NW 37,1251034,,,,Church,C18,,0, 
70,St Giles Chollerton,Northumberland,Chollerton,NY9310871917,26,9300,19204,NY 97 SW 29,1155271,,,,Church,Mid C12,,0, 
71,St Andrew Corbridge,Northumberland,Corbridge,NY9883764432,22,8996,18495,NY 96 SE 14,1303508,,,,Church,Late C7,,0, 
72,Halton Church Whittington,Northumberland,Whittington,NY9976467830,21,8654,18218,NY 96 NE 21,1155675,,,,Church,C12,,0, 
73,Holy Cross Wallsend,North Tyneside,Wallsend,NZ3052067210,0,105,26542,NZ 36 NW 9,1299638,,,,Church,C12,,0, 
74,St Paul Jarrow,South Tyneside,Jarrow,NZ3387965216,0,1229,955160,NZ 36 NW 144,1355091,,,,Church,Late C7,,0, 
75,Drumburgh Castle,Cumbria,Drumburgh,NY2656059770,76,4549,10010,NY 25 NE 1,1144623,,,,Castle,C13,,0, 
76,Drawdykes Castle,Cumbria,Stanwix rural,NY4192058560,63,3807,11414,NY 45 NW 8,1087728,,,,Castle,C14,,0, 
77,Linstock Castle,Cumbria,Stanwix rural,NY4289058480,63,3809,11417,NY 45 NW 9,1119608,,,,Castle,C12,,0, 
78,Scaleby Castle,Cumbria,Scaleby,NY4495062550,61,2905,11646,NY 46 SW 2,1311782,,,,Castle,C13,,0, 
79,Triermain Castle,Cumbria,Waterhead,NY5947066810,50,3862,12607,NY 56 NE 2,N/A,,,,Castle,C14,,0, 
80,Blenkinsopp Castle,Northumberland,Greenhead,NY664906450,46,6118,14078,NY 66 SE 1,1370313,,,,Castle,C14,,0, 
81,Thirlwall Castle,Northumberland,Thirlwall,NY6594066150,46,6068,13910,NY 66 NE 29,1302433,,,,Castle,Early C14,,0, 
82,Halton Castle,Northumberland,Whittington,NY9971267845,21,8653,18213,NY 96 NE 20,1155641,,,,Castle,C14,,0, 
83,Barracks House,Cumbria,Bowness,NY2530360540,77,N/A,1096681,NY 26 SE 25,1144628,,,,House,Early C16,,0, 
84,The Cottage,Cumbria,Irthington,NY4802961688,59,N/A,1102261,NY 46 SE 158,1138027,,,,House,Mid C17,,0, 
85,Castlesteads,Cumbria,Walton,NY5113963288,56,N/A,1105503,NY 56 SW 221,1311370,,,,House,Late C18,,0, 
86,Orchard House,Cumbria,Walton,NY5205764489,56,N/A,1105324,NY 56 SW 208,1087606,,,,House,Late C17,,0, 
87,Bell's Cottage,Cumbria,Burtholme,NY567264593,52,N/A,1108755,NY 56 SE 114,1087499,,,,House,Late C17,,0, 
88,The Stonehouse,Cumbria,Nether Denton,NY5715762629,52,N/A,12655,NY 56 SE 3,1087557,,,,House,Late C16,,0, 
89,Scarrow Hill,Cumbria,Brampton,NY5694361860,52,N/A,N/A,N/A,1408870,,,,House,Early C17,,0, 
90,Hall Terrace (1-4),Cumbria,Upper Denton,NY6330466426,48,N/A,N/A,N/A,1087563,,,,House,Late C17,,0, 
91,Dinmont House,Cumbria,Upper Denton,NY6331466461,48,N/A,1116460,NY 66 NW 241,1087562,,,,House,Late C17,,0, 
92,Coldor (Valley View/Oakdene),Northumberland,Haltwhistle,NY7080064002,42,N/A,N/A,N/A,1045236,,,,House,Mid C17,,0, 
93,The Nook,Cumbria,Irthington,NY4989661553,58,N/A,1102265,NY 46 SE 159,1137935,,,,Farmhouse,Mid C17,,0, 
94,Bleatarn Park,Cumbria,Irthington,NY4663061139,60,N/A,11641,NY 46 SE 24,1137935,,,,Farmhouse,Early C17,,0, 
95,Cambeckhill,Cumbria,Irthington,NY5080663654,57,N/A,1105363,NY 56 SW 210,1087627,,,,Farmhouse,Late C17,,0, 
96,High House,Cumbria,Waterhouse,NY6040065545,50,N/A,1116447,NY 66 NW 237,1087514,,,,Farmhouse,1677,,0, 
97,Lanerton,Cumbria,Waterhead,NY5994464922,50,N/A,1108758,NY 56 SE 147,1087515,,,,Farmhouse,Mid C17,,0, 
98,Temon,Cumbria,Upper Denton,NY6169963825,49,N/A,14108,NY 66 SW 1,1087520,,,,Farmhouse,Late C17,,0, 
99,Throp,Cumbria,Upper Denton,NY6276965624,48,N/A,1116672,NY 66 NW 243,1335591,,,,Farmhouse,1830,,0, 
100,Carrawburgh Farm,Northumberland,Newbrough,NY8659471316,30,14832,1160687,NY 87 SE 156,1045013,,,,Farmhouse,Late C17,,0, 
101,East Farmhouse,Northumberland,Whittington,NY0056670799,20,21168,N/A,N/A,1044880,,,,Farmhouse,1699,,0, 
102,The Vicarage,Cumbria,Burtholme,NY5555263708,53,N/A,503262,NY 56 SE 127,1087502,,,,Vicarage,Early C13,,0, 
103,Old Vicarage,Cumbria,Upper Denton,NY6160865543,49,N/A,13960,NY 66 NW 5,1052342,,,,Vicarage,Late C16,,0, 
104,Cocklaw Tower,Northumberland,Wall,NY9392671154,25,9298,19198,NY 97 SW 27,1156641,,,,Tower,Late C14,,0, 
105,Vicars Pele,Northumberland,Corbridge,NY9885064408,22,8991,18476,NY 96 SE 9,1044750,,,,Tower,1318,,0, 
106,Welton Hall,Northumberland,Horsley,NZ0653367598,16,10020,20435,NZ 06 NE 19,1154306,,,,Tower,Late C14,,0, 
107,Bowness Farm,Cumbria,Bowness,NY2235562705,79,N/A,1096570,NY 26 SW 104,1327141,,,,Outbuilding,C17,,0, 
108,Brachenrigg,Cumbria,Bowness,NY2318261379,79,N/A,1389227,NY 26 SW 112,1144658,,,,Barn,Early C16,,0, 
109,The Nook,Cumbria,Irthington,NY4989661553,58,N/A,1102265,NY 46 SE 159,1137935,,,,Barn,Mid C17,,0, 
110,Cambeckhill Farm,Cumbria,Irthington,NY5080663654,57,N/A,1105363,NY 56 SW 210,1087627,,,,Barn,Late C17,,0, 
111,Abbey Farm,Cumbria,Burtholme,NY5554963680,53,N/A,1108753,NY 56 SE 143,1335639,,,,Barn,Mid C16,,0, 
112,Dacre Hall,Cumbria,Burtholme,NY5557963696,53,N/A,503265,NY 56 SE 128,1087500,,,,Village hall,Early C13,,0, 
113,High House,Cumbria,Waterhouse,NY6040065545,50,N/A,1116447,NY 66 NW 237,1087514,,,,Barn,1677,,0, 
114,Temon,Cumbria,Upper Denton,NY6169963825,49,N/A,14108,NY 66 SW 1,1087520,,,,Outbuilding,Late C17,,0, 
115,Throp,Cumbria,Upper Denton,NY6276965624,48,N/A,1116672,NY 66 NW 243,1335591,,,,Outbuilding,1830,,0, 
116,Carrawburgh Farm,Northumberland,Newbrough,NY8659471316,30,14832,1160687,NY 87 SE 156,1045013,,,,Outbuilding,Late C17,,0, 
117,Gateway Arch Lanercost Priory,Cumbria,Burtholme,NY5545163734,53,N/A,503266,NY 66 SE 124,1335638,,,,Gateway,Early C13,,0, 
118,Boundary wall Lanercost Priory,Cumbria,Burtholme,NY5558763802,53,N/A,1108751,NY 66 SE 142,1087501,,,,Boundary wall,Early C13,,0, 
119,Precinct wall Lanercost Priory,Cumbria,Burtholme,NY5558763710,53,N/A,12658,NY 56 SE 4,1008635,,,,Precinct wall,Early C13,,0, 
120,Churchyard wall St Oswalds,Northumberland,Wall,NY9373969574,25,22374,1160660,NY 96 NW 144,1262957,,,,Churchyard wall,C18,,0, 
121,Hesket House,Cumbria,Bowness,NY2396962286,78,N/A,1096577,NY 26 SW 110,1312489,,,,Altar,C19,,0, 
122,Cross Farm,Cumbria,Burgh By Sands,NY3272959134,71,N/A,1097224,NY 35 NW 205,1054698,,,,Altar,Late C17,,0, 
123,Orchard Vale,Northumberland,Corbridge,NY9866164596,22,9114,N/A,N/A,1044761,,,,Altar,1731,,0, 
124,Wallsend Park,Newcastle Upon Tyne,Wallsend,NZ3000266972,0,N/A,1156491,NZ 36 NW 254,1355040,,,,Resited remains,1912,,0, 
125,Brunton,Northumberland,Wall,NY9213469846,26,N/A,18297,NY96NW6,1018581,,,,Curtain wall,AD122-410,,0, 
126,Hare Hill,Cumbria,Burtholme,NY5640064620,53,N/A,1010379,NY56SE68,N/A,,,,Curtain wall,AD122-410,,0, 

